attack_type,stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,device_mac,eth_src_oui,eth_dst_oui
Benign,436,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,59957,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,GoSund Smart plug WP2 (1),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Smart plug WP2 (1),Espressif Inc.,Broadcast
Benign,882,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.214.204.162,33915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,8711,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,192.168.137.1,192.168.137.41,53,44032,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,337,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.164.74,41132,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,3,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,195.88.50.100,192.168.137.41,22,43102,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,881,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.253.95.65,41019,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,AMCREST WiFi Camera,3c:18:a0:41:c3:a0,192.168.137.16,192.168.137.1,0,0,AMCREST WiFi Camera,Amcrest Technologies,Luxshare Precision Industry Company Limited
Benign,15105,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,3.221.182.58,27227,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,34,3c:18:a0:41:c3:a0,Arlo Base Station,44.231.109.193,192.168.137.78,443,48765,Arlo Base Station,Luxshare Precision Industry Company Limited,Netgear
Benign,1,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,57480,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,821,3c:18:a0:41:c3:a0,Yi Indoor Camera,47.254.14.172,192.168.137.39,443,38730,Yi Indoor Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,297,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.22.187,55956,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,536,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.36.73,56915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1082,Netatmo Camera,3c:18:a0:41:c3:a0,192.168.137.35,51.145.143.28,58249,443,Netatmo Camera,Netatmo,Luxshare Precision Industry Company Limited
Benign,255,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36660,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,0,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.244.93,56891,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,71,Teckin Plug 1,3c:18:a0:41:c3:a0,192.168.137.176,52.43.232.245,51438,8886,Teckin Plug 1,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,97,3c:18:a0:41:c3:a0,TP-Link Tapo Camera,34.196.107.165,192.168.137.187,443,57423,TP-Link Tapo Camera,Luxshare Precision Industry Company Limited,TP-Link Corporation Limited
Benign,108,Google Nest Mini Speaker,ff:ff:ff:ff:ff:ff,192.168.137.61,255.255.255.255,9999,9999,Google Nest Mini Speaker,"Google, Inc.",Broadcast
Benign,12,3c:18:a0:41:c3:a0,SmartThings Hub,3.141.212.7,192.168.137.186,443,44832,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,680,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.209.141.16,192.168.137.175,443,54770,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1066,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.229.168.9,192.168.137.175,443,48010,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,56:4f:8a:e1:f3:2d,3c:18:a0:41:c3:a0,192.168.137.51,192.168.137.1,0,0,56:4f:8a:e1:f3:2d,none,Luxshare Precision Industry Company Limited
Benign,256,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.73.113.41,55915,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,9209,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,192.168.137.1,38638,53,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,192.168.137.1,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,8,3c:18:a0:41:c3:a0,Amazon Echo Show,3.217.147.217,192.168.137.172,443,39172,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,-1,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,192.168.137.1,0,0,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,4555,3c:18:a0:41:c3:a0,Home Eye Camera,3.221.182.58,192.168.137.133,32100,12141,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Shenzhen Rf-Link Technology Co.,Ltd."
Benign,628,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.76.170.94,192.168.137.175,443,43045,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Wyze Camera,3c:18:a0:41:c3:a0,192.168.137.227,192.168.137.1,0,0,Wyze Camera,Wyze Labs Inc,Luxshare Precision Industry Company Limited
Benign,309,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.30.234.144,192.168.137.175,443,39434,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,243,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.19.77.30,192.168.137.175,443,57442,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,4393,3c:18:a0:41:c3:a0,56:4f:8a:e1:f3:2d,192.168.137.1,192.168.137.51,53,61997,56:4f:8a:e1:f3:2d,Luxshare Precision Industry Company Limited,none
Benign,18,3c:18:a0:41:c3:a0,SmartThings Hub,3.141.212.7,192.168.137.186,443,39724,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,15,Yutron Plug 2,ff:ff:ff:ff:ff:ff,192.168.137.167,255.255.255.255,49229,6667,Yutron Plug 2,Tuya Smart Inc.,Broadcast
Benign,26,3c:18:a0:41:c3:a0,Netatmo Weather Station,20.8.173.172,192.168.137.135,25050,61196,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Netatmo
Benign,-1,Wyze Camera,3c:18:a0:41:c3:a0,,,0,0,Wyze Camera,Wyze Labs Inc,Luxshare Precision Industry Company Limited
Benign,898,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,192.168.137.1,37470,53,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,42,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,55444,55444,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,184,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.154.34.86,35130,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,447,Amazon Echo Dot 1,3c:18:a0:41:c3:a0,192.168.137.250,54.164.163.115,41480,443,Amazon Echo Dot 1,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,42,3c:18:a0:41:c3:a0,Rbcior Camera,34.213.103.51,192.168.137.76,8883,51363,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,-1,iRobot Roomba,ff:ff:ff:ff:ff:ff,,,0,0,iRobot Roomba,iRobot Corporation,Broadcast
Benign,1080,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.229.134.24,33687,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,36,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,192.168.137.159,255.255.255.255,49154,6667,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,906,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.67.251,45997,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,184,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.154.34.86,192.168.137.175,443,35130,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,13111,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,59225,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,867,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.103.31,56767,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,568,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.22.187,56028,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,GoSund Smart plug WP2 (1),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Smart plug WP2 (1),Espressif Inc.,Broadcast
Benign,1015,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.247.21.4,50804,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,374,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,109.95.152.66,41120,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,27,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,55444,55444,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,18,3c:18:a0:41:c3:a0,harman kardon (Ampak Technology),34.158.253.218,192.168.137.47,4070,39941,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"AMPAK Technology, Inc."
Benign,1007,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.154.184.59,192.168.137.175,443,45585,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,265,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.211.11.97,192.168.137.175,443,43993,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,908,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.30.25.100,192.168.137.175,443,45427,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1025,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.17.3.51,46198,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,96,Amazon Echo Dot 2,Amazon Echo Show,192.168.137.58,192.168.137.172,55443,49430,Amazon Echo Dot 2,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,-1,GoSund Bulb,ff:ff:ff:ff:ff:ff,,,0,0,GoSund Bulb,Espressif Inc.,Broadcast
Benign,42,3c:18:a0:41:c3:a0,Rbcior Camera,34.213.103.51,192.168.137.76,8883,51363,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,1122,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.108.36,192.168.137.175,443,42090,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,5573,Eufy HomeBase 2,3c:18:a0:41:c3:a0,192.168.137.224,34.235.4.153,11722,32100,Eufy HomeBase 2,Smart Innovation LLC,Luxshare Precision Industry Company Limited
Benign,363,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.214.197.222,192.168.137.175,443,45931,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,898,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.218.101,192.168.137.175,443,46897,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,906,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,45997,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,363,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.214.197.222,45931,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,57480,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,139,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.16.52.139,192.168.137.175,443,51260,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Gosund Smart Plug WP3 (2),ff:ff:ff:ff:ff:ff,,,0,0,Gosund Smart Plug WP3 (2),Espressif Inc.,Broadcast
Benign,0,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.81.244.93,192.168.137.175,443,56891,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,2700,3c:18:a0:41:c3:a0,01:00:5e:7f:ff:fa,192.168.137.1,239.255.255.250,51414,1900,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,IPv4 Multicast
Benign,823,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.179.251,43972,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,381,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.42.87,192.168.137.175,443,41523,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,598,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.49.29.109,192.168.137.175,443,51539,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,192.168.137.1,0,0,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,-1,Yi Indoor 2 Camera,3c:18:a0:41:c3:a0,192.168.137.249,8.8.4.4,0,0,Yi Indoor 2 Camera,AltoBeam (China) Inc.,Luxshare Precision Industry Company Limited
Benign,2661,LG Smart TV,dc:a6:32:dc:27:d5,192.168.137.253,192.168.137.128,60827,50156,LG Smart TV,LG Innotek,Raspberry Pi Trading Ltd
Benign,7012,AeoTec Smart Home Hub,3c:18:a0:41:c3:a0,192.168.137.86,13.225.195.7,54384,443,AeoTec Smart Home Hub,"SAMJIN Co., Ltd.",Luxshare Precision Industry Company Limited
Benign,363,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.214.197.222,192.168.137.175,443,45931,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,157,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.195.157.25,192.168.137.175,443,45695,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,655,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.32.40.231,54431,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,3802,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,80,56792,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,9489,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,54688,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,2566,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,18.182.200.45,12948,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,677,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.154.36.101,192.168.137.175,443,60012,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,834,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,108.128.230.81,192.168.137.175,443,47410,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,98,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.72.132,192.168.137.175,443,42710,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,6046,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,58219,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,1026,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,18.200.66.16,38639,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
DoS-HTTP_Flood,63,dc:a6:32:dc:27:d5,Raspberry Pi 4-2 GB,192.168.137.66,192.168.137.131,44566,80,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Raspberry Pi Trading Ltd
Benign,787,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.88.21,192.168.137.175,443,41338,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1066,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.229.168.9,48010,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,906,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.67.251,45997,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,906,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,3.248.67.251,45997,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,5c:26:0a:28:80:77,33:33:00:00:00:fb,,,0,0,5c:26:0a:28:80:77,Dell Inc.,IPv6 Multicast
Benign,39,HeimVision SmartLife Radio/Lamp,ff:ff:ff:ff:ff:ff,192.168.137.136,255.255.255.255,49549,6667,HeimVision SmartLife Radio/Lamp,Tuya Smart Inc.,Broadcast
Benign,1039,3c:18:a0:41:c3:a0,SmartThings Hub,13.225.195.104,192.168.137.186,443,34070,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,908,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.30.25.100,192.168.137.175,443,45427,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,4095,3c:18:a0:41:c3:a0,Atomi Coffee Maker,34.218.147.23,192.168.137.192,443,51725,Atomi Coffee Maker,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,1080,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.229.134.24,33687,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,223,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.245.211,46780,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,180,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.59.63,35401,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,75,Gosund Power strip (1),3c:18:a0:41:c3:a0,192.168.137.62,35.162.13.26,9435,8886,Gosund Power strip (1),Espressif Inc.,Luxshare Precision Industry Company Limited
Benign,5975,3c:18:a0:41:c3:a0,Yi Indoor 2 Camera,47.254.89.110,192.168.137.249,32100,20025,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,17,Levoit Air Purifier,3c:18:a0:41:c3:a0,192.168.137.181,35.168.43.144,60859,1883,Levoit Air Purifier,Espressif Inc.,Luxshare Precision Industry Company Limited
Benign,830,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.154.105.154,192.168.137.175,443,50296,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,73,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.220.16,46299,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,952,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.253.79.73,192.168.137.175,443,45073,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,444,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.214.141.45,192.168.137.175,443,47728,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,5350,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,58929,80,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,472,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.103.31,56675,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,547,3c:18:a0:41:c3:a0,56:4f:8a:e1:f3:2d,52.239.141.196,192.168.137.51,443,64446,56:4f:8a:e1:f3:2d,Luxshare Precision Industry Company Limited,none
Benign,-1,Philips Hue Bridge,01:00:5e:00:00:16,192.168.137.154,224.0.0.22,0,0,Philips Hue Bridge,Philips Lighting BV,IPv4 Multicast
Benign,243,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.112.69,192.168.137.175,443,33508,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,0,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.74.35.22,56367,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,255,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36660,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,693,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.177.237,192.168.137.175,443,33448,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,12,SmartThings Hub,3c:18:a0:41:c3:a0,192.168.137.186,3.141.212.7,44832,443,SmartThings Hub,"SAMJIN Co., Ltd.",Luxshare Precision Industry Company Limited
Benign,990,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.208.195.227,55959,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,232,3c:18:a0:41:c3:a0,Rbcior Camera,52.92.163.154,192.168.137.76,443,57601,Rbcior Camera,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,536,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.32.36.73,192.168.137.175,443,56915,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Netatmo Weather Station,ff:ff:ff:ff:ff:ff,,,0,0,Netatmo Weather Station,Netatmo,Broadcast
Benign,536,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.32.36.73,192.168.137.175,443,56915,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,54,3c:18:a0:41:c3:a0,GoSund Smart Plug WP3 (1),34.211.189.2,192.168.137.139,8886,14875,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Espressif Inc.
Benign,963,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.19.203.115,46518,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,35,Gosund Smart Plug WP3 (2),ff:ff:ff:ff:ff:ff,192.168.137.22,255.255.255.255,49154,6667,Gosund Smart Plug WP3 (2),Espressif Inc.,Broadcast
Benign,906,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,45997,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,813,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.240.198.177,192.168.137.175,443,33916,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,192.168.137.1,0,0,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,-1,Netatmo Weather Station,ff:ff:ff:ff:ff:ff,,,0,0,Netatmo Weather Station,Netatmo,Broadcast
Benign,238,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,18.200.56.57,32924,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,11597,24:05:88:30:6f:89,3c:18:a0:41:c3:a0,192.168.137.249,192.168.137.1,43042,53,24:05:88:30:6f:89,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,27,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,55444,55444,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,185,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.34.92.22,192.168.137.175,443,37446,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,6538,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,157.249.81.141,192.168.137.41,80,60558,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
Benign,12,Google Nest Mini Speaker,01:00:5e:00:00:fb,192.168.137.61,224.0.0.251,5353,5353,Google Nest Mini Speaker,"Google, Inc.",IPv4 Multicast
Benign,990,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.208.195.227,55959,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,654,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.252.22.81,46398,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,337,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.164.74,41132,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,7165,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,47.112.162.49,15651,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,136,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.241.186.42,192.168.137.175,443,36828,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,0,GoSund Smart Plug WP2 (2),ff:ff:ff:ff:ff:ff,192.168.137.151,255.255.255.255,49154,6667,GoSund Smart Plug WP2 (2),Espressif Inc.,Broadcast
Benign,990,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.208.195.227,55959,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
